cid,text,amp_prob
7077891521462190849,shit yung caption🥺,
7078693292375900929,💔😭,
7084659116395807514,the best presidency we failed to protect 💔,
7079308214243787521,❤️🇵🇭,
7083630809051333378,its like seeing ur father cry🥺,
7081081422739964674,I wish i was already born that time. 💔,
7076718282183279361,🥺🥺,
7076072531383403265,😄😄😄,
7080775521562264322,❤️❤️❤️❤️❤️💚💚💚💚💚,
7078972466747835138,😭😭😭😭,
7083692713300411137,Always,
7080706457439568642,WHY THIS HURTS SO MUCH? IM SORRY APO LAKAY. 💔💔💔😢,
7080575635047465729,same vibes as heneral luna's death we lost the greatest man who made Philippines great,
7078718700891292418,dejavuh.. OUR FLAG...M🇵🇭💯❤️💚 ✌️👊.. This make sense tumataas balahibo ko. grabiiii its detiny.Protect our president BBM at all cost,
7081082175667536641,The caption tho😞💔,
7065927775240487681,😭😭😭😭😭😭,
7066668247269245697,🥰🥰,
7069377203205260033,🥺🥺🥺,
7067329618025464577,🥺🥺,
7066275552810435330,😭😭😭,
7066936316596110082,🥰🥰🥰🥰🥰,
7066288587746591490,✌️✌️✌️❤️,
7064973799086818049,🥺🥺🥺,
7065945332651852545,😂😂😂😂,
7069857906640290562,😭😭😭😭😭😭,
7066471402177643266,❤️❤️❤️,
7065704736942473986,♥️💚,
7065953503537464066,😭😭😭😭😭,
7067412167121240833,😢😢😢,
7066291181697057537,:(,
7066220126357537537,❤️❤️❤️,
7066458097484710658,😞,
7066565931325047554,🥺🥺🥺💚❤️🇵🇭,
7070711288707793666,😂😂😂😂😂,
7065124035784704769,🥺❤️💚,
7065112539076051714,🥺🥺🥺,
7065064960115720961,❤️❤️❤️,
7065303895886709506,🥺🥺,
7065107026212471554,🥺🥺🥺🥰🥰🥰,
7065143191733027585,❤️✌️,
7065360124818719489,:(,
7065663936280331010,🥺🥺🥺🥺,
7051577435670446849,Isa sa pinakang pinaka magaling na president sa buong Mundo FERDINAND MARCOS,
7051503866000720642,"pansin ko lang, flag talaga ng pilipinas ang winawagayway nila",
7051547171183067906,nakakaiyak hayaan niyo tatay lakay .. babawi kame sainyo at iuupo Namin Ang anak niyo sa bilang pangulo Ng BANSA natin 🥰✌️✌️,
7051559159602823937,"the old man's wise will remain forever.
Mabuhay Apo Lakay!🥰",
7051555155120259841,Ang totoo mas malakas pa ang tropa ni marcos dyan kesa kina ramos at enrile ayaw lang talaga ni marcos na dumanak ang dugo.,
7051593198140932865,"isa yan sa pinaka magaling at mtalino nging pangulo ng pilipinas,.",
7058536119822123777,Apo Lakay💝😢 #BBM Bangon Bayan Muli💪❤️🇵🇭,
7051521917396353794,Ang Mahal kong Marcos. dati gnagaya ko pa ang pirma nya sa perang papel sa sobrang idol ko sa kanya🥰,
7051532701504897793,ang tunay na nagmamahal bilang ama ng bansa.,
7051580254385275650,"Lab na lab ka namin apo lakay.♥️Ang iyong legasiya ay mananatila sa aming puso, kahit na ako ay isng kabtaan ay mulat sa katotohanan ✌🏼🥰✌🏼✌🏼👊👊♥️",
7051541138678940417,Hindi naman po kita Abutan nung panahon mo Apo Lakay Nag papa salamat paren ako Dahil Sa Lolo At Lola ko Nakilala ko tunay na Nag Mahal sa Bayan ✌️👊,
7051541002129179393,nakakaiyak😭.. peeo sa totoo lng naniniwala ako sa Karma kaya mga gumawa ng mali sa mga marcos ndi nagiging masaya ang Buhay😏,
7051550905602687745,"My Lolo is a loyalist and kilala ka nya Lolo FEM 😊❤️sadly he died nung 2019 loyalist sya and sinabi nya saamin lahat Ng Totoo sa Martial Law, kaya—",
7051575010678571777,kasali na po ako diyan since it's my first time voting this year 🥰,
7051573250421736193,Uray man didaka na abutan apo lakay marcos...idda met dagiti lola ken lolok nga nag paniknik ti kinalaeng yo nga ag presidenti. we love u BBM,
7051519923487228673,"kaiyak naman
sayang wala na siyA
rest and peace po
Late PRESIDENT FERDINAND MARCOS",
7051513624002904834,grbai naiyak ako don ah,
7051531958182527745,Talga lang mi ibang Pilipino walang utang loob.. Babawi na lng kayo ngayon.. Loyalist 4ever.❤️🇵🇭❤️🇵🇭💚🇵🇭💚,
7051517739202560770,😭😭😭 Naalala ko c FEM.. Nong kasal ni sharon at gabby. Don ko cia unang nakita,
7051548728905810690,nakakaiyak ito lalu si apo lakay....ganito pala,
7051505327770059521,Papa macoy 🥰,
7051525893856330497,❤️❤️❤️❤️❤️❤️❤️❤️❤️basta marcos tayo ❤️❤️❤️,
7051542395854652162,naiyak ako huhu,
7051505442048688897,nakakaluha pag pinanuod ko ito let bbm lead our nation...,
7051529565109273345,Napaiyak munaman ako lodz.🥺.Kita talaga sa mga mata niya sa pagmamahal sa taong bayan🥺Pati first Lady umiyak din🥺Ganyan kamahal nila ang pilipino🥺,
7051523590290326274,babawi kami BRINGBACKMARCOS,
7051536470008152834,Nan dyan p tatay ko,
7066029422633747201,Nakakaiyak talaga 🥺,
7068906201689703169,shutaa naiiyak ako🥺🤧,
7071087691173315330,naiiyak ako shuta ☹,
7076242905497010945,after 20 years Sabi nya lubog na ang pilipinas at totoo nga,
7067181879807607553,naiiyak ako shuta,
7066515936702644993,"Sobra naranasan nila sa ginawa sa kanila ng mga taong ganid at swapang, inggetero",
7064761825342784257,bt naiiyak ako 😭😭😭 babawi kame sir FEM 😭👏 MAAASAHAN nyo kme sa darating na halalan 🥺,
7067030492629877506,simula pa nun❤️💚.,
7067057544648917762,Ramdam mo talaga kay Apong Lakay ung pagka dedicated nya sa pilipinas,
7064762198258057986,kailangan namin ng isang kagaya mo🥺🥺,
7065935657633432322,pati ako naiiyak sa kwento nila😭,
7064770210535867138,Kung talagang masama ang pamilya Marcos bakit nanalo pa rin siya noon sa election? Kaya ipapanalo namin si BBM para sayo FEM at sa bansa...,
7067084186598818561,Yung tipong ginawa nya lahat para sa bayan pero pilit padin syang binababa. 😣,
7065887894547792641,Ang sakit sakit po🥺🥺🥺,
7067153515835671297,sabay sabay tayong babawi muli,
7065872213215970049,So let's protect BBM&SARA @ at all cost ngayong paparating na halalan ✨❤️💚,
7066676468109640449,mas ramdam mo yung awa ni fem sa mga pilipino kaya sya naiyak... nakakaiyak noh habang pinapanood mo toh🥺🥺,
7065560952125260546,"baka lolo ko yan dika man napakilala ng maayos sakin ng kabataan ko pero sobrang mahal na kita ngayon
panahong namulat na sa katotohanan🥰🥰🥰",
7066291586069938946,Grabe ano ginawa satin ng mga dilawan.,
7067114956307104514,😥😥 babawi po kami Apo Lakay,
7065176240109388546,"Kung noon po hindi ninyo naprotektahan si Apo Lakay, ngayon let's protect his son BBM our next President.",
7065192294160630530,Bat ako nanaiyak? coz I really feel na mahal niya yunggg bansa natin.,
7067149803305812737,"Kung maibabalik lng ang panahon.,.😭😭😭😭",
7065085792619922178,Nakakaiyak 😭😢,
7065137435160986369,kasalanan talaga to ng libro 😩,
7067064514097414913,nakakaiyak naman. 🥺,
7064733815540925186,nakakaiyak nmn po🥺🥺,
7064808723117949698,bawi kme fem😌 basta guide mo anak mo kame npo bahala 🙏💙,
7066275536561357569,naiiyak Ako😭,
7064910033720754945,"""maaalala niyo ako , ngunit di niyo nako Makita""",
7064760136954905346,kakaiyak sana nabuhay ako noong panahon ni Marcos 😥,
7066768433073259265,PROUD AKO NA FERDINAND BONGBONG ANG NAME NG ASAWA KO🥰🥰🥰✌️✌️✌️❤️❤️❤️,
7065125227445338881,"Tama nga sabi ni marcos na pag you did your job well, marami ka talagang makakalaban....pasensya po Apo Lakay...",
7067030655234343681,gawin din natin to iwagayway natin ang FLAG ng pilipinas kapag botohan💚❤️. like this if agree kayo den suot ng red tshirts,
7066689363128369922,Mula noon hanggang ngayon Bandila ng Pilipinas ang winawagayway.❤️💚,
7067030927721317122,BABAWIIN ANTIN YUNG NAWALANG SATIN PAUPUIN LANG NATIN SI BBM TATAGUMPAY TAYO ULIT💚❤️,
7064536253916054274,Babawi po kami kay BBM🥰🥰🥰 ✌🏻❤️🇵🇭,
7064995374742389505,"Kitang kita mo sa kanya kung gaano nya kamahal ang bansa natin, tapos papalit nyo lang sa babaeng miyembro ng dragon ball",
7065206011686716161,Masaya na ngayon si Apo Lakay dhil alam nyang madami ng taong natauhan at maipagpapatuloy na ng kanyang anak ang kanyang mga nasimulan noon.🥺🥰,
7067879794293867266,nakakaiyak🥺😭 ❤️✌🏻🇵🇭,
7066838112605405953,tulo luha ko dto bbwi kami apo lakay 😭😭😭✌🏻✌🏻,
7065848768923091713,bat ako naluluha 😌🥺🥺🥺,
7067021650428314369,bbm solid na solid parin kami.,
7065882139061142273,nasa huli talaga ang pagsisi kaya kayo jan eh vote nyo na si bbm baka nag sisi kayo kapag na upo si lugaw don pa kayo mag sisi,
7064529940050068225,bat ang sakit 😭😭,
7065154576911598338,ito yong taong kahit anong paninira ay mananatiling matatag para sa mga pilipino❤️,
7064957876192281345,ung ginawa nya n lahat ng makakabuti sa bansa pero bakit🥺,
7065988148186301186,after all going back before nung nagaaral pako i never critized or say bad pag nakikita ko portrait ni marcos inside sa classroom. 🥺,
7066595676972729090,😔😔 kung sana ganito na tayo nging matalino noon.. 😏 napaka unlad na sana ng pilipinas ngayon at tinitingala tayo ng lahat ng bansa sa mundo.,
7065210218153984770,Apo lakay 🥺🥺🥺🥺🥺🥺,
7064779168587875073,napaiyak namn ako Kay LACAY,
7064796244841218818,FEM babawi kami kay BBM mulat na ang ibang mga tao ngayun FEM alam ko masaya ka dyan,
7065206867290800897,Maraming taon kaming binulag ng dilawan sa katotohanan BABAWI KAMI APO LAKAY 🥰,
7066196075518051073,mgaling nman tlg mga marcoz eh.mga naninira lng ako kht kilan hnd ako naniniwala KC alm ko ung totoo pinangank na ako nyan.,
7064759093374452482,"Kahit ang daming nangyari Pandemic, Bagyo at marami pa. Nagising ako kung sino talaga ang may malasakit di talaga tayu pinabayaan ng Diyos",
7065959545021563649,Hoyyyyy bat nakakaiyak 🥺,
7064882218170172162,nakakaiyak Po. 🤧 sana magkakaisa na lahat nang pilipino. #Solid BBM/SARAH,
7065662186382918402,"people power nag paalis sa mga marcos, ngayon people power din magpapabalik sa kanila",
7065535236184244994,kung nabubuhay pato. malamang di ako bibitaw sa yakap kahit umiiyak ako :),
7064779045480727298,og God slaamat po Panginoon 🙏 namin slaamat ng marami.in JESUS NAME 🙏AMEN 🙏BBM .PRAISE GOD PHILIPPINES 🇵🇭,
7066275240221246210,Hindi na Po Ako magtataka kung bakit Mahal na Mahal Po ng lola ko si late president Marcos...🥺,
7064803952021897986,"Apo Lakay, babangon muli ang Pilipinas dahil sa Anak niyong si Bongbong Marcos. Pangako namin sayo ilalaban namin siya hanggang sa huli #BBMSARAH",
7067500742441255681,great apo lakay,
7065214098404868865,god bless you BBM mabuhay ka,
7065456504413405954,everytime na may napapanood ako about ky fem naiiyak ang bigat sa pakiramdam😭😓,
7067507424923714305,"wag naten sayangin ang boto, bigay na naten to para sateng lahat. #bbmforthewin🇵🇭",
7065244124324397825,Ako lang ba biglang naiyak🥺😭,
7065497304270406402,Gising na ang mga pilipino sa katotohanan 👏,
7065409062288163585,BABAWI PO KAMI APO LAKAY ❤️💚,
7068502808378901249,parang c heneral Luna lang yan🥰,
7064547571167478554,"HND q MN inabut c Ferdinand Marcos,pro inabut q nmn un mggndang slita n galing SA mgulang at Lolo q, gano kaganda ang pilipinas Ng pnhon nl,",
7067807554809938690,"""balang araw hahanapin nyo ako,pero di nyo na ako makikita""
-APOLAKAY😢😭",
7065120463546647297,bakit ako naiyak🥺,
7065513612768789250,naiyak ako,
7065423565469811458,Sana nasa panahon na Lang Niya ko kesa now I refer that day not now a days 🙂,
7067576713848521473,Huling habilin nya kay Cory ung ikabubuti pa rin ng Pinas kaso hatred pa rin umiral hindi itinuloy ung Bataan Nuclear Power Plant.,
7066866983480591106,pwede na uli maging ok lahat after ng 30 yrs salamat sa pagiging mabuting pangulo sana maging masaya k ngayon kasi matutupad na din yung mga nasimulan,
7067563328386335493,Mahal Nila Ang mga Taong bayan..,
7066814942552408833,😭🥲✌️👊❤️💚🥰💕🙏,
7065273252788781826,naiiyak ako🥺🥺🥺,
7067557883793163010,NEVER AGAIN. Never again mangyayare yung dati dahil ipaglalaban po namin ang inyong anak FEM kahit san man umabot to 😭😪,
7066027977204564738,ibblik nmin apo lakay c bbm po bbwi kmi,
7065188075433526018,Babawi tayo . BBM-SARA Tandem ✌👊,
7065123307879875330,KAYA IPANALO NATIN SI BBM AT SARA GUYS,
7065507710636196610,kung makakabalik lang ako sa nakaraan gusto makita tong taong to at magpasalamat,
7065378455118365441,bat ganon tuwing nakikita ko dito or napapanuod ko si FEM naiiyak ako ramdam yung sakit..🥺🥺🥺 kahit hndi pa man ako pinanganak nung panahon na yan.,
7066039459938501378,HHHHHHAAAAAÀAÀAAAAHHHH NALULUHA AKO NANGINGINIG LAMAN KO MASAKIT PARA SAKIN SNA ANDOON AKO SA PANAHONG PINAG KAKAISAHAN KA,
7064735991675847425,wag po kyo mag alala FEM paglalaban nmin si BBM hangang sa huli..,
7071080333793477378,😢.. kaya dapat lang marcos will return,
7067342436821467931,"Bakit ako naiiyak.
Nakakalungkot kahit nd kita naabutan alam ko mabuti kang tao.
Diyos Ama.",
7068553010493965057,noon ndi npagtanggol si marcos ng mga pilipino dhil nabulag sila ng mga dilawan ..ngaun subukan nyong dayain si bbm buong pilipinas magkakagulo,
7071045756903408386,grabi tumayo lahat nang balhibo yung nakita ko na pinahid nya ang kanyang luha na mahal sya nang mga taong bayan hanggang ngayun marcos lang sakalam😊,
7067376879942697730,God bless you lods🥰🙏💐,
7065575127509418753,kaiyak 😭,
7071031399755285249,...solid BBM kame ...,
7069209002315809537,yung inisip parin niya ang Pinas kahit may malalang sakit na siya.,
7071187209528853250,kung buhay ako noong time mo FEM ipaglalaban din kita,
7067342995716473601,nakapunta talaga ako dyan sa malacanng na yan sa ilocos yan ya eh napakaganda dyan,
7067415704257315586,"Babawi ang ""totoong"" sambayanang Pilipino, this time sa pamamagitan ni BBM! ✌️👊🇵🇭",
7071130941951443713,Mali pala sa libro 🥺 srry fem🥺,
7067283771091567362,mga lolot lola parent relatives q nkpanuod nito 1yr old pa lng kc nun peo lge nla sinasbi marcos the best leader no one🥰bbm solid north🥰🥰🥰,
7065210655053333250,nakakaiyak🥺🥺,
7066152522289414913,salamat tiktok dahil sa mga vedios nyo na adik na ako kapapanood about FEM,
7077797322696459010,"nakakaiyak nman, grabe makikita mo talaga kung gaano niya ka mahal ang bansa natin at ang mga tao kahit na wlang naniniwala sa knya, still ""MARCOSES",
7076045277609919234,yung naka kulay red na lalake sinasabi niya marcos marcos tama ba kahit ako ma iiyak eh kasi andami niya nagawa sa bansa natin,
7065087505695294209,Sakit😪😪😪😪,
7070238564617126657,nakakaiyak Nung nakita kong nagpunas ng luha Ang Isang matapang at matalinong presidente 🥺😭😭,
7066289879725900545,kakaiyak!,
7067880248402592513,Bakit hindi ko lage namamalayan tumutulo ung luha ko 😭,
7069294155578983170,parang gusto kong naisilang s panahon nya... 😢,
7071082648826938114,"pls po, wag na nating ulitin ang ginawang panloloko satin ng mga oligarchy. ibalik natin cla sa Malacañang.",
7069341814485992193,napaka dami pala ng nagmamahal sa mga marcos noon... nasira nga lng yun sa paglipas ng mga nagdaang taon... sana this year maibalik ang mga marcos🙏🙏,
7069251136574112513,ramdam ko ung pagmmhal ya sa taong byan at sa bnsang pilipinas umiiyak xya,
7067893620049199874,nakakiyak ka naman apo lakay...,
7070830077596746497,"Nung nabubuhay pa lola ko before, lagi nyang sinasabi na se FEM ang pinaka the best na president for her. 🥺",
7073185416804188929,"nabulag din ako ng dilawan before. pero nung pag-upo ni Tatay Digong, kaya pala nating magkaroon ng Nasyonalismo. nakita ko din pagkakaisa natin. 🇵🇭",
7069259805944234753,nakakaiyak 🥺😭,
7071263153547707137,naiyak dama kung sakit niya,
7071805180253094657,"HAHANAPIN NYO AKO , PERO D NYO MAKIKITA",
7064773752650892034,"Kung Peoples Power ang nagpababa sa Marcos,Peoples Power din ang magbabalik sa kanila sa Gobyerno Periodt.",
7072542527966413570,Ngayon hindi na papalya!,
7066038658352169729,BABAWI TAU APO WAG KANANG MAG ALALA LAAAABAAAAANNNN BBM TILL DEATH😭😭😭,
7066352837856953090,"Ipagyayabang ko talaga na sila lolo at lola ay kasama, until now ay marcos pa din. Ang dami kwento ni lola kay APO LAKAY. Panahon na daw para gumising",
7070271005302326017,sabi nya.20-30years from now...Philippine will rise...,
7065942853503664898,Ni kahit kailan sa panahon ng dilawan hndi ko nkita na iwinagayway ang bandera ng mismong bansa nten,
7077744072169276161,sarap bumalik sa dati at sabay makipag laban sa tama😢,
7074078043282637570,Enebe sa tuwing nkikita ko sa social media c apo lakay lagi na lng natulo luha ko.😭,
7076045359604368130,kahit ako iiyak eh dahil sa ginawa niya,
7069924548854432514,naluha ako Nung Makita ko sya umiyak🥺,
7076205073411539714,PAG NAHALAL NA SI B DAPT GNYN DIN LAHT NG TAO AY HAWAK NA WATAWAT NG PILIPINAS.. 🥰🥰,
7067353612460180225,BBM/SARA🇵🇭,
7066279190777348866,solid bbm,
7067893817961186050,this time hindi namin bibiguin ang anak mo Apo lakay.,
7067546136630051585,bbm to tlga solid,
7064793090628207362,grabe talaga ang ginawa ng mga dilawan sa mga marcos maiiyak ka nlang na bakit ngayon lang tayo nagising sa katotohanan🥺🥺,
7065214157372621569,BBM LNG,
7065924850900501250,Kakaiyak naman😭😭😭😍,
7065539436859884289,naiyak aq,
7064939161786286850,Ganda tignan bandila ng Pilipinas ang winawagayway Hindi yung kulay mink,
7067875757104218882,"naiiyak ako,di ko man siya naabutan,ramdam ko yong sinseridad nya sa sambayanang Pilipino...🥺🥺🥺",
7067369534126146305,A BIG RESPECT Mahal ka namin 🥰🥰🥰,
7067430460523741953,babawi kmi sa iyo apo lakay,
7075960757367833346,kpg nkkta ko cla feel na feel ko pagiging mkabayan at makabansa🥰🥰🥰 iba tlg mga marcoses🥰,
7066610943811519233,"skl,napanaginipan ko si FEM,kumakanta sya parang concert ang setup.ang ganda nyang lalake at ganda ng boses.sayang lng ngsing ako agad🥺skl,bye😅",
7071648300533285633,"Totoo hahanapin cya pero alaala lang apo mabuhay ka, go go go bbm",
7068690129863672578,"Naluluha lang ako jusmeyo
buti nalang hindi ako nakikinig nung elem sa teacher ko At hindi pa marunong magbasa ng libro noon nung elem😂",
7066581385838117634,"KASALANAN NYO TOO MGA DILAAAAAWAAAANNN
Tapos na ka dramahan nyo gising na kami sa katotohanan",
7065151570333319937,Lagi akong naiiyak kapag nakikita ko si Apo Lakay na nagpupunas ng mata.,
7064934712296784642,LORD IPANALO NYO SI BBM PLS!! 🥺,
7065548577368015618,"napaiyak ako...😢
bumabawi napo kaming mga Pilipino ngayon.",
7072178458763674370,kapag nakikita mong totoo yung damdamin nila para sa taong sumusuporta sakanila hindi mo talaga maiiwasan maiyak 🥺,
7070555607858414338,"Hindi man kita naabutan nung ikaw ang presidente. At sa buo kong pagaaral ng elementary ay ikaw ang masama sa mga aklat, ramdam ng puso't isip ko",
7068812776768652034,ang may malasakit na presidente ay mdlas lumuha ang mata pag nkikita nya ang mga taong bayan🥰🥰,
7065201723907818241,Mahal ka namin PFEM. Hindi namin papabayaan si BBM kami naman ang babawi ngayon para sa inyo at sa pinaka mamahal nating Bansa 🇵🇭♥️,
7077435357683630850,bat ako naiiyak dito..yaan nyo apo lakay yung anak nyo ang pauupoin nmin sa malaçaniang para ipag patuloy ang nasimulan nyo noon,
7065539315757351682,"naiiyak ako tuwing nakikita ko si Apo Lakay, hinihiling ko na sana noon pa ako pinanganak at hindi ngayon, masyado tayong binulag sa katotohanan.",
7065111287172334338,Winawagayway talaga nila yung flag ng Pilipinas kahit sa caravan ni BBM ngayon hindi nawawala ang Philippine flag ganyan nila kamahal ang ating bansa,
7077558327462511362,etonaba yung sinabe na balang araw hahanapin natin sya 🥺🥺,
7064880333762118401,"Apo Lakay😭✌️👊🇵🇭 BANTAYAN ANG BOTO NATIN SA DARATING NA MAYO...❤️💚 #BBMISMYPRESIDENT
#PROTECTOURPRESIDENT #IMPROUDOFMYPRESIDENT",
7064923593515303682,@elyyy722 naiyak ako 😭,
7068118966338224897,wag kana umiyak🥺,
7072508710715163393,"kinilabutan ako nung naiyak sya, grabe tears of joy na may halong ewan parang masakit,",
7070653183051875073,marcos❤,
7065725729979695873,diko talaga maimagine what if natuloy lahat ng plano ni FEM para sa PILIPINAS MAHARLIKA😢🥺,
7066675772643705601,Hahanapin niyo ako pero di niyo na ko makikita-FEM 😭😭😭,
7066239941801853698,Grabeh naman yung caption 🥺🥺 babawi tayo 🥺🥺🥺😭💔,
7065937594080772866,naiiyak aq unang bkas q ng tiktok ito n agad nkita q 😭😭😭 khit klan hindi aq naging anti marcos dhil nranasan q nong kbataan q ang msagang pamu2hay,
7065680845734167298,Hindi man kami naka abot sayo FEM. Pero alam namin at nasa puso namin kung gano ka kagaling🥰 Naiyak ako🥺 Wag kang mag alala sabay sabay kaming aahon,
7076317198142210818,"Nag pa registere Lang ako nung na laman ko na tatakbu presidente si bbm, and ngayun lang ako na mulat sa kakatuhanan f mag reaserch ka ng history",
7066087963150516994,marcos: watawat ng pilipinas 🇵🇭 at naka peace sign pa✌️LP/kakampink: pink na tila at naka L sign kamay nla,
7065203861547696898,never again na mag failed tayo iprotect yung marcoses,
7066095696751215362,Wala na everytime na lagi ko syang nakikita naiiyak nalang ako bigla😭 hindi man kita inabutan pero alam ko at ramdam ko ang kabutihan sa puso mo-,
7065725042419745538,Hindi ito loop pero inuulit ulit ko kasi nakakaiyak yung way ni pag iyak ng PFEM,
7076634753415381762,"Nung elementary ako, pinagaaralan namin about sa history ng pilipinas na masama daw Marcos dahil dun sa Martial, sa Death march or kung ano man.",
7080778237651403522,Bakit ako naiiyak😢😢 the best president si marcos sabi ng mama ko. #solidbbmsara❤️💚,
7077839303065289473,Dati pa talaga Flag ng Pilipinas na ang winawagayway ng mga Filipino 😊,
7083640285871719170,failed to protect? ung military Ang may ganung duty 😭,
7084102066947949314,di pa man ako pinanganak noon para maprotektahan ka pero promise APO sa generation ko mamatay akong ipaglalaban ko anak nyo🥺💔 BBM❤️,
7078211834960380678,I get so emotional watching videos of the past nung era ng marcos narrmdaman ko ung pain nila🥺,
7077910000517219074,sa laban na'to kakampi mo ang buong sambayanan Pinoy#bbm,
7078577538373272346,"""Hahanapin nyo ako pero hinde nyo'na ako makikita""
-FEM
i'm sorry if we failed to protect you. We'll promise this time we will vote the right one ❤️💚",
7078871653933220610,🥺🥺🥺 bawi kami s anak mo APO LAKAY🥺🥺,
7082553813558788866,this time wag na tayong papayag🥺,
7083707821061292802,naiiyak ako 🥺,
7084776154280018690,Kang BBM kami magpapakita ng pasalamat sayo FEM....🥰🥺,
7077903019760976641,GRABE GINAWA NIOANG PAGLASON SA SAMBAYANANG PILIPINO😭naiiyak ako🥺ni hindi man lng nila nagawang ipagtanggol side nila noon😭😭😭,
7092953211283964674,kada stalk ko kay president Ferdinand marcos napaiyak tlga aq,
7082377404677030658,apo lakay solid kami kinnya ni apo bbm 🥰🥰,
7084597831914930945,d ko man sya naalala pero nakwento n sken to Ng tatay at Lola ko mas mgnda pdw Ng arw n sya pa Ang presidente ✌️👊,
7082596256757187329,sana andyan kmi s panahon mo pres fem..pra maprotikhan ka nmin😭😭😭😭,
7078183129781256962,"yung wala kang ginawang iba kundi paglingkuran ang sarili mong bansa, pero halos isumpa ka at ang pamilya mo ng mga tao😭😭",
7079329195604280065,Apo lakay nu didaka naprotektaan idi agiti nagannak mi baam mga sikami nga annak da mangprotekta ken BBM nga anak mo.,
7082442592902333186,first time ko bumuto and makipagbardagulan para sa president na want ko😂😂,
7084868224319980290,"TOTOO YUNG CAPTION,,TOTOONG TOTOO😥 MINSAN NA TAYONG NAGKAROON NG MARCOS,KAYA DAPAT NA MAIBALIK NA ULI",
7093520488974664449,Flag na po talaga ng Pilipinas ang gamit ng mga marcos mula noon 🥰🇵🇭✌️✌️✌️,
7074882226953536258,ano pong meaning Ng fem,
7080702745925419777,Yung peace sign😭,
7080850212583506690,mahal na mahal nya talaga Ang mga Filipino 🥺,
7079049710077920001,wag na po sanang maulit to sa mga marcos🥺🥺,
7083363692347638529,"No matter what MARCOS will return in position in may 09 2022 ,bangon pilipinas mabuhay ang pilipinong naniniwala sayo kasama ako dun ,",
7078446099002442498,Marcoses Homecoming sa Malacañang,
7083519229123052290,kitang kita sa mga mata nila ang pagiging mabuting tao🥺🥺🥺,
7084422524276851458,nakakaiyak nmn,
7078676514778252034,Kakaiyak 🥺sobrang mahal na mahal nya Ang mamayang pilipno 🥺,
7078731502829273858,mrmi parin naniniwla sknya at nagmamahal sknya hangang ngyon nkaka proud lng,
7083400681323447041,bat AKo na iiyak 😭😭😭😭,
7078514211848372993,MAHAL KA NAMIN PRESIDENT FERDINAND MARCO!!! MULING AAHON ANG PILIPINAS❤️💚,
7081496644352623361,Babawi kami apo lakay… the greatest president ever.. ang tunay n bayani ng filipino,
7068822011078279938,title nang song,
7084450554679804674,buti nalang tamad na tamad ako makinig sa subject namin sa history dati 🥺🥺🥺 at puro mali pala ang tjnuturo nila samin🥺🥺🥺 🥺 nakakaiyak 🥺,
7082311055921906434,BKT BA KAU NAGPAPAIYAK EH😔😔😔,
7078871331467100929,nkkaiyak talaga🥺❤️✌️,
7081990446658470657,Kong natuloy Lang Sana Yung Plano nya,
7065183900817539842,Dati paniwalang paniwala akong magnanakaw ang mga Marcos.We shouldn't judge people most specially when we don't know the whole story.,
7081095499486774018,mabuhay k apo marcos🥰,
7078134708051510018,yung totoong pilipino watawat ang winawagayway...🥰yung iba jan tela lng na nabibili sa tilahan na tag 50 ang metros😅..✌👊❤💚,
7064759588695868161,lahat may rason 🥰🥰,
7064719325122609922,my BBM naman tayo,
7078493038641070850,mabuhay ang pilipinas 🇵🇭❤️❤️❤️,
7084874394136625921,"mama ko nagtrababo kay imelda marcos , at isang loyalista, nasa rally sya at d gumive up mama ko na pagtanggol si apo lakay 🥺",
7081833637678744322,GISING na kami Apo LAKAY Mag KAKAISA kami para mabalik lang ang PUSO ng bansang pilipinas🥰🥰🥰💪💪💪❤️❤️❤️💚💚💚,
7082672667379139329,ayan ung bumaba siya sa pwesto para hindd na mag kagulo 🥺,
7080850974629495554,naiyak Ako sa totoo lang. bakit kse sa kabila Ng mga napatunayan nya para sa bansa iba ung sinukli sa kanya 🥺 😭😭,
7083707981581796098,ADIK NAKO SA MGA MARCOSES,
7084740448128025345,wla na mauuto dilawan ngaun,
7082441455427388161,yung puro paninira sa kabila tapos may naglalabasan na mga videos bout kay FEM,
7091506298323813121,di ako iiyak for todaysss vedoww😭,
7082233048507040513,"Sobrang nakakaiyak yan, umuwi kaming iyak ng iyak pero ang pogi talaga ni bbm !",
7083548563711542022,naiyak nman ako d2😢😥😭❤️❤️✌️✌️,
7081023818680107777,BBM,
7084391009542947585,solid marcos,
7083332102149997313,Mula bata ako at pamilya ko ki President Ferdinand Marcos kami.....,
7078853484086739714,kakaiyak naman to,
7084484563795919617,noon talaga l thought masama Ang mga Marcos pero ngayon Alan ko na ang totoong pangyayari,
7094513930155852545,Bbm💚❤️,
7064732098665759489,nakakasad nmn.talaga 😌😌,
7080809909885158146,Nakakaiyak po🥺🥺🥺,
7078869909258142466,sa wari ko po dahil sa talino at galing at pagging mabait nya kya may naiinggit. kase hindi niya kayang tapatan si FEM Sr,
7078958789860524801,naging project Ng Lolo ko Ang malakanyang contractor painter Ang Lolo ko kaya Ang Bahay Namin sa tundo katas Ng Marcos 💯🇵🇭👊🌎✌️,
7069267396519232258,pag nanalo si leni may pink na tayung flag HAHAYAYA,
